processing_group,marine_site_code,marine_site_name,latitude,longitude,georegion,island,time_format,detide_method,height_cutoff,year,month,day,date,day_of_year,sum,n,mean,stddev,stderr,coeffvar
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,26,3/26/2022,85,137.15,10,13.72,0.54,0.17,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,27,3/27/2022,86,144.87,10,14.49,0.37,0.12,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,28,3/28/2022,87,150.06,10,15.01,0.36,0.11,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,29,3/29/2022,88,149.2,10,14.92,0.06,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,30,3/30/2022,89,151.48,10,15.15,0.39,0.12,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,31,3/31/2022,90,153.92,10,15.39,0.42,0.13,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,1,4/1/2022,91,154.82,10,15.48,0.44,0.14,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,2,4/2/2022,92,151.05,10,15.11,0.37,0.12,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,3,4/3/2022,93,148.94,10,14.89,0.13,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,4,4/4/2022,94,144.15,10,14.42,0.27,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,5,4/5/2022,95,145.82,10,14.58,0.67,0.21,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,6,4/6/2022,96,163.85,10,16.39,1.13,0.36,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,7,4/7/2022,97,78.21,5,15.64,0.07,0.03,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,8,4/8/2022,98,77.93,5,15.59,0.04,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,9,4/9/2022,99,77.57,5,15.51,0.07,0.03,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,10,4/10/2022,100,159.98,10,16,0.29,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,11,4/11/2022,101,170.42,10,17.04,0.61,0.19,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,12,4/12/2022,102,164.38,10,16.44,1.07,0.34,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,13,4/13/2022,103,119.99,10,12,1.01,0.32,0.08
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,14,4/14/2022,104,127.7,10,12.77,0.3,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,15,4/15/2022,105,143.92,10,14.39,0.38,0.12,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,16,4/16/2022,106,149.8,10,14.98,0.42,0.13,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,17,4/17/2022,107,145,10,14.5,0.35,0.11,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,18,4/18/2022,108,136.85,10,13.69,0.14,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,19,4/19/2022,109,143.17,10,14.32,0.08,0.02,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,20,4/20/2022,110,144.36,10,14.44,0.32,0.1,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,21,4/21/2022,111,146.87,10,14.69,0.43,0.14,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,22,4/22/2022,112,70.47,5,14.09,0.09,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,23,4/23/2022,113,113.92,10,11.39,0.75,0.24,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,24,4/24/2022,114,128.27,10,12.83,0.73,0.23,0.06
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,25,4/25/2022,115,130.5,10,13.05,0.7,0.22,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,26,4/26/2022,116,127.91,10,12.79,1.1,0.35,0.09
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,27,4/27/2022,117,131.71,10,13.17,0.88,0.28,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,28,4/28/2022,118,144.65,10,14.47,0.3,0.1,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,29,4/29/2022,119,147.82,10,14.78,0.83,0.26,0.06
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,4,30,4/30/2022,120,150.72,10,15.07,0.58,0.18,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,1,5/1/2022,121,152.51,10,15.25,0.68,0.21,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,2,5/2/2022,122,157.91,10,15.79,0.13,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,3,5/3/2022,123,163.47,10,16.35,0.06,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,4,5/4/2022,124,169.86,10,16.99,0.53,0.17,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,5,5/5/2022,125,170.62,10,17.06,0.06,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,6,5/6/2022,126,77.89,5,15.58,0.16,0.07,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,7,5/7/2022,127,80.51,5,16.1,0.04,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,8,5/8/2022,128,168.28,10,16.83,0.61,0.19,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,9,5/9/2022,129,158.16,10,15.82,0.94,0.3,0.06
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,10,5/10/2022,130,154.51,10,15.45,1.2,0.38,0.08
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,11,5/11/2022,131,151.57,10,15.16,1.65,0.52,0.11
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,12,5/12/2022,132,134.16,10,13.42,1.85,0.58,0.14
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,13,5/13/2022,133,128.88,10,12.89,0.85,0.27,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,14,5/14/2022,134,142.67,10,14.27,0.79,0.25,0.06
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,15,5/15/2022,135,143.32,10,14.33,0.78,0.25,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,16,5/16/2022,136,142.29,10,14.23,0.2,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,17,5/17/2022,137,151.34,10,15.13,0.53,0.17,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,18,5/18/2022,138,159.08,10,15.91,0.07,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,19,5/19/2022,139,164.64,10,16.46,0.1,0.03,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,20,5/20/2022,140,171.59,10,17.16,0.4,0.13,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,21,5/21/2022,141,160.26,9,17.81,0.47,0.16,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,22,5/22/2022,142,105.55,6,17.59,0.35,0.14,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,23,5/23/2022,143,175.01,10,17.5,0.69,0.22,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,24,5/24/2022,144,168.81,10,16.88,0.08,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,25,5/25/2022,145,177.36,10,17.74,0.33,0.1,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,26,5/26/2022,146,179.41,10,17.94,0.34,0.11,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,27,5/27/2022,147,178.8,10,17.88,0.67,0.21,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,28,5/28/2022,148,171.65,10,17.17,0.84,0.27,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,29,5/29/2022,149,165.78,10,16.58,0.34,0.11,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,30,5/30/2022,150,172.37,10,17.24,0.22,0.07,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,5,31,5/31/2022,151,176.01,10,17.6,0.11,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,1,6/1/2022,152,183.51,10,18.35,0.23,0.07,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,2,6/2/2022,153,189.79,10,18.98,0.26,0.08,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,3,6/3/2022,154,192.51,10,19.25,0.38,0.12,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,4,6/4/2022,155,192.13,10,19.21,0.05,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,5,6/5/2022,156,173.5,9,19.28,0.62,0.21,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,6,6/6/2022,157,135.97,7,19.42,0.58,0.22,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,7,6/7/2022,158,176.98,9,19.66,0.74,0.25,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,8,6/8/2022,159,195.18,10,19.52,0.51,0.16,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,9,6/9/2022,160,197.18,10,19.72,0.55,0.17,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,10,6/10/2022,161,199.07,10,19.91,0.48,0.15,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,11,6/11/2022,162,196.53,10,19.65,0.66,0.21,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,12,6/12/2022,163,179.93,10,17.99,1.78,0.56,0.1
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,13,6/13/2022,164,185.46,10,18.55,0.61,0.19,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,14,6/14/2022,165,192.53,10,19.25,0.5,0.16,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,15,6/15/2022,166,192.84,10,19.28,0.41,0.13,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,16,6/16/2022,167,191.75,10,19.18,0.43,0.14,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,17,6/17/2022,168,192.66,10,19.27,0.13,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,18,6/18/2022,169,190.42,10,19.04,0.2,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,19,6/19/2022,170,192.27,10,19.23,0.62,0.2,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,20,6/20/2022,171,172.69,9,19.19,0.73,0.24,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,21,6/21/2022,172,129.71,7,18.53,1.1,0.42,0.06
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,22,6/22/2022,173,175.07,9,19.45,0.88,0.29,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,23,6/23/2022,174,181.91,10,18.19,1.35,0.43,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,24,6/24/2022,175,167.69,10,16.77,1.71,0.54,0.1
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,25,6/25/2022,176,151.65,10,15.17,1.53,0.48,0.1
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,26,6/26/2022,177,147.85,10,14.79,1.08,0.34,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,27,6/27/2022,178,149.41,10,14.94,0.61,0.19,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,28,6/28/2022,179,152.49,10,15.25,0.65,0.2,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,29,6/29/2022,180,154.66,10,15.47,0.16,0.05,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,6,30,6/30/2022,181,169.35,10,16.94,0.04,0.01,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,1,7/1/2022,182,170.39,10,17.04,0.36,0.12,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,2,7/2/2022,183,170.75,10,17.08,0.74,0.23,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,3,7/3/2022,184,167.25,10,16.73,0.12,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,4,7/4/2022,185,173.65,10,17.37,0.58,0.18,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,5,7/5/2022,186,179.71,10,17.97,0.56,0.18,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,6,7/6/2022,187,175.74,10,17.57,0.37,0.12,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,7,7/7/2022,188,127.53,8,15.94,1.52,0.54,0.1
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,8,7/8/2022,189,109.13,7,15.59,1.45,0.55,0.09
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,9,7/9/2022,190,161.44,10,16.14,1.48,0.47,0.09
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,10,7/10/2022,191,158.02,10,15.8,1.66,0.53,0.11
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,11,7/11/2022,192,153.6,10,15.36,1.21,0.38,0.08
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,12,7/12/2022,193,152.57,10,15.26,0.9,0.28,0.06
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,13,7/13/2022,194,154.91,10,15.49,0.61,0.19,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,14,7/14/2022,195,158.09,10,15.81,0.37,0.12,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,15,7/15/2022,196,161.67,10,16.17,0.23,0.07,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,16,7/16/2022,197,165.46,10,16.55,0.2,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,17,7/17/2022,198,169.44,10,16.94,0.14,0.05,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,18,7/18/2022,199,178.44,10,17.84,0.39,0.12,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,19,7/19/2022,200,179.59,10,17.96,0.34,0.11,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,20,7/20/2022,201,167.87,10,16.79,0.41,0.13,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,21,7/21/2022,202,95.32,6,15.89,0.69,0.28,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,22,7/22/2022,203,144.48,9,16.05,0.85,0.28,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,23,7/23/2022,204,171.82,10,17.18,0.54,0.17,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,24,7/24/2022,205,184.65,10,18.47,0.41,0.13,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,25,7/25/2022,206,196.37,10,19.64,0.65,0.21,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,26,7/26/2022,207,198.88,10,19.89,1.06,0.34,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,27,7/27/2022,208,177.46,10,17.75,1.65,0.52,0.09
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,28,7/28/2022,209,166.3,10,16.63,1.16,0.37,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,29,7/29/2022,210,175.17,10,17.52,0.67,0.21,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,30,7/30/2022,211,187.18,10,18.72,0.34,0.11,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,7,31,7/31/2022,212,182.9,10,18.29,0.2,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,1,8/1/2022,213,179.12,10,17.91,0.13,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,2,8/2/2022,214,170.03,10,17,0.28,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,3,8/3/2022,215,160.78,10,16.08,0.24,0.07,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,4,8/4/2022,216,162.1,10,16.21,0.69,0.22,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,5,8/5/2022,217,164.61,10,16.46,0.8,0.25,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,6,8/6/2022,218,123.18,8,15.4,1.03,0.36,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,7,8/7/2022,219,104.63,7,14.95,1.07,0.4,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,8,8/8/2022,220,155.32,10,15.53,0.92,0.29,0.06
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,9,8/9/2022,221,168.89,10,16.89,0.68,0.22,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,10,8/10/2022,222,168.53,10,16.85,0.75,0.24,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,11,8/11/2022,223,162.31,10,16.23,0.36,0.11,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,12,8/12/2022,224,159.66,10,15.97,0.96,0.3,0.06
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,13,8/13/2022,225,159.37,10,15.94,0.66,0.21,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,14,8/14/2022,226,163.38,10,16.34,0.23,0.07,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,15,8/15/2022,227,166.66,10,16.67,0.33,0.1,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,16,8/16/2022,228,170.73,10,17.07,0.48,0.15,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,17,8/17/2022,229,172.32,10,17.23,0.53,0.17,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,18,8/18/2022,230,168.99,10,16.9,0.56,0.18,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,19,8/19/2022,231,176.5,10,17.65,1.25,0.39,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,20,8/20/2022,232,114.01,6,19,1.31,0.54,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,21,8/21/2022,233,192,9,21.33,0.34,0.11,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,22,8/22/2022,234,201.35,10,20.14,2.07,0.66,0.1
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,23,8/23/2022,235,192.15,10,19.22,1.05,0.33,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,24,8/24/2022,236,200.83,10,20.08,0.77,0.24,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,25,8/25/2022,237,213.97,10,21.4,0.54,0.17,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,26,8/26/2022,238,190.71,10,19.07,0.67,0.21,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,27,8/27/2022,239,185.64,10,18.56,0.21,0.07,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,28,8/28/2022,240,174.06,10,17.41,0.46,0.14,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,29,8/29/2022,241,167.32,10,16.73,0.3,0.1,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,30,8/30/2022,242,166.3,10,16.63,0.63,0.2,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,8,31,8/31/2022,243,160.41,10,16.04,0.18,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,1,9/1/2022,244,155.37,10,15.54,0.18,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,2,9/2/2022,245,178.24,10,17.82,1.14,0.36,0.06
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,3,9/3/2022,246,169.15,10,16.92,0.37,0.12,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,4,9/4/2022,247,153.09,9,17.01,0.93,0.31,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,5,9/5/2022,248,110.29,6,18.38,0.2,0.08,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,6,9/6/2022,249,192.03,10,19.2,0.45,0.14,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,7,9/7/2022,250,201.79,10,20.18,0.76,0.24,0.04
